frame;x;y;class
1;455;421;
2;457;423;
3;460;426;
4;463;429;
5;466;432;
6;468;436;
7;470;440;
8;472;443;
9;473;446;
10;474;449;
11;475;451;
12;476;453;
13;477;454;
14;478;455;
15;479;455;
16;480;455;
17;481;454;
18;482;453;
19;483;452;
20;484;451;
21;485;450;
22;487;448;
23;490;446;
24;492;444;
25;494;442;
26;496;441;
27;497;440;
28;498;439;
29;499;438;
30;500;437;
31;501;435;
32;502;433;
33;502;432;
34;502;432;
35;503;432;
36;503;432;
37;503;432;
38;504;432;
39;506;431;
40;508;430;
41;511;429;
42;513;427;
43;515;425;
44;516;424;
45;517;423;
46;517;422;
47;517;420;
48;517;419;
49;517;418;
50;516;416;
51;516;414;
52;515;411;
53;514;408;
54;514;405;
55;514;401;
56;514;398;
57;515;395;
58;515;392;
59;516;388;
60;517;384;
61;519;381;
62;520;377;
63;521;373;
64;523;369;
65;525;365;
66;528;360;
67;532;354;
68;536;349;
69;540;344;
70;544;340;
71;548;337;
72;552;334;
73;555;332;
74;558;331;
75;560;330;
76;562;330;
77;563;330;
78;564;330;
79;565;330;
80;566;330;
81;567;331;
82;568;332;
83;568;332;
84;568;332;
85;568;333;
86;568;333;
87;568;334;
88;568;335;
89;569;337;
90;569;339;
91;570;341;
92;571;343;
93;572;345;
94;573;347;
95;574;349;
96;575;351;
97;576;353;
98;577;355;
99;578;356;
100;580;357;
101;583;357;
102;586;357;
103;588;357;
104;589;356;
105;590;356;
106;591;356;
107;592;356;
108;592;356;
109;592;356;
110;592;356;
111;592;356;
112;592;356;
113;592;356;
114;592;356;
115;592;356;
116;592;357;
117;591;357;
118;590;358;
119;590;359;
120;590;360;
121;590;360;
122;590;360;
123;590;360;
124;590;360;
125;590;360;
126;590;360;
127;590;360;
128;590;360;
129;590;360;
130;590;360;
131;589;361;
132;589;361;
133;588;361;
134;588;362;
135;588;363;
136;588;364;
137;588;365;
138;589;366;
139;589;367;
140;590;368;
141;590;368;
142;591;368;
143;592;369;
144;592;369;
145;593;370;
146;593;371;
147;593;372;
148;594;373;
149;595;374;
150;596;375;
151;597;376;
152;599;377;
153;600;378;
154;602;379;
155;605;380;
156;608;381;
157;611;382;
158;614;383;
159;617;384;
160;621;386;
161;626;387;
162;630;388;
163;634;389;
164;638;390;
165;643;391;
166;647;392;
167;651;393;
168;655;394;
169;660;395;
170;665;396;
171;669;397;
172;673;398;
173;677;399;
174;681;401;
175;685;403;
176;688;405;
177;691;407;
178;694;409;
179;697;411;
180;699;413;
181;701;415;
182;704;418;
183;706;420;
184;708;422;
185;709;423;
186;710;424;
187;710;425;
188;710;425;
189;709;424;
190;708;423;
191;707;422;
192;706;420;
193;704;418;
194;702;416;
195;701;413;
196;699;410;
197;698;408;
198;697;405;
199;696;402;
200;695;399;
201;695;395;
202;695;390;
203;695;386;
204;695;382;
205;695;378;
206;695;374;
207;695;370;
208;696;366;
209;696;361;
210;696;356;
211;697;352;
212;697;348;
213;698;344;
214;699;340;
215;700;336;
216;701;332;
217;703;328;
218;705;324;
219;708;320;
220;711;317;
221;714;314;
222;717;311;
223;720;309;
224;723;308;
225;727;307;
226;731;306;
227;736;305;
228;740;304;
229;745;303;
230;751;302;
231;757;301;
232;762;301;
233;767;300;
234;772;299;
235;776;298;
236;779;297;
237;783;295;
238;787;294;
239;791;293;
240;795;292;
241;799;291;
242;803;290;
243;807;289;
244;811;288;
245;814;287;
246;817;286;
247;819;286;
248;822;286;
249;825;286;
250;827;286;
251;830;285;
252;832;285;
253;835;284;
254;838;284;
255;841;284;
256;844;284;
257;848;284;
258;852;283;
259;856;283;
260;859;283;
261;862;283;
262;865;283;
263;868;283;
264;870;283;
265;872;284;
266;873;285;
267;874;286;
268;875;287;
269;875;288;
270;875;289;
271;875;290;
272;875;290;
273;875;290;
274;875;290;
275;874;290;
276;873;289;
277;872;288;
278;871;287;
279;870;286;
280;868;284;
281;866;282;
282;864;280;
283;862;277;
284;861;274;
285;861;271;
286;861;268;
287;861;265;
288;861;262;
289;861;259;
290;861;255;
291;861;252;
292;861;249;
293;862;246;
294;863;242;
295;864;238;
296;865;233;
297;866;229;
298;867;225;
299;868;220;
300;868;216;
301;868;212;
302;868;209;
303;868;206;
304;867;203;
305;866;200;
306;865;197;
307;863;194;
308;861;191;
309;859;188;
310;857;186;
311;856;184;
312;854;183;
313;853;182;
314;852;181;
315;851;181;
316;850;181;
317;850;181;
318;850;181;
319;850;181;
320;850;182;
321;850;182;
322;850;182;
323;851;182;
324;852;181;
325;853;179;
326;854;177;
327;855;175;
328;856;173;
329;858;170;
330;860;168;
331;862;166;
332;864;163;
333;866;160;
334;868;157;
335;869;154;
336;870;151;
337;871;148;
338;872;145;
339;873;142;
340;874;139;
341;874;136;
342;875;133;
343;875;129;
344;875;125;
345;875;121;
346;875;118;
347;875;115;
348;875;113;
349;875;111;
350;874;110;
351;874;109;
352;873;108;
353;871;107;
354;870;107;
355;868;107;
356;867;107;
357;865;107;
358;863;107;
359;861;107;
360;859;107;
361;857;107;
362;855;107;
363;853;107;
364;851;107;
365;850;107;
366;849;107;
367;848;107;
368;848;107;
369;848;107;
370;848;108;
371;849;109;
372;850;110;
373;851;112;
374;852;114;
375;854;116;
376;856;118;
377;858;120;
378;860;122;
379;862;124;
380;863;126;
381;864;128;
382;865;130;
383;866;133;
384;867;135;
385;868;137;
386;869;139;
387;870;142;
388;872;144;
389;873;146;
390;874;148;
391;876;151;
392;877;154;
393;878;156;
394;880;158;
395;882;161;
396;883;164;
397;885;167;
398;887;170;
399;889;173;
400;891;176;
401;893;179;
402;895;181;
403;897;183;
404;899;184;
405;901;185;
406;903;185;
407;906;185;
408;909;185;
409;911;184;
410;914;183;
411;917;181;
412;920;179;
413;923;178;
414;926;177;
415;930;176;
416;934;175;
417;938;173;
418;942;171;
419;946;169;
420;949;167;
421;952;166;
422;954;165;
423;956;164;
424;958;163;
425;960;162;
426;962;160;
427;964;159;
428;967;158;
429;970;157;
430;973;156;
431;976;155;
432;978;154;
433;980;153;
434;983;152;
435;985;151;
436;987;150;
437;989;149;
438;991;148;
439;992;147;
440;994;146;
441;995;145;
442;996;144;
443;997;143;
444;998;142;
445;998;142;
446;998;142;
447;997;142;
448;995;142;
449;993;142;
450;992;142;
451;990;142;
452;988;142;
453;985;143;
454;983;144;
455;981;145;
456;978;146;
457;975;147;
458;972;147;
459;969;147;
