frame;x;y;class
1;265;486;
2;265;486;Ant
3;265;486;Ant
4;266;486;Ant
5;267;485;Ant
6;268;484;Ant
7;269;483;Ant
8;270;482;Ant
9;271;481;Ant
10;272;480;Ant
11;273;479;Ant
12;273;478;Ant
13;273;476;Ant
14;273;474;Ant
15;273;472;Ant
16;274;471;Ant
17;275;470;Ant
18;276;470;Ant
19;277;470;Ant
20;278;470;Ant
21;279;469;Ant
22;280;468;Ant
23;282;467;Ant
24;283;465;Ant
25;285;462;Ant
26;287;458;Ant
27;289;454;Ant
28;291;451;Ant
29;293;448;Ant
30;294;445;Ant
31;295;442;Ant
32;296;439;Ant
33;297;436;Ant
34;298;434;Ant
35;299;431;Ant
36;300;428;Ant
37;302;425;Ant
38;304;422;Ant
39;306;419;Ant
40;308;417;Ant
41;310;416;Ant
42;312;415;Ant
43;314;415;Ant
44;317;415;Ant
45;319;414;Ant
46;321;413;Ant
47;323;412;Ant
48;325;411;Ant
49;327;410;Ant
50;329;409;Ant
51;331;408;Ant
52;333;407;Ant
53;335;406;Ant
54;337;405;Ant
55;339;405;Ant
56;342;405;Ant
57;345;405;Ant
58;347;405;Ant
59;350;405;Ant
60;353;405;Ant
61;356;404;Ant
62;358;404;Ant
63;360;404;Ant
64;363;403;Ant
65;366;402;Ant
66;369;401;Ant
67;372;400;Ant
68;375;399;Ant
69;378;398;Ant
70;382;397;Ant
71;386;396;Ant
72;390;395;Ant
73;394;394;Ant
74;398;392;Ant
75;403;391;Ant
76;407;390;Ant
77;411;388;Ant
78;415;386;Ant
79;418;384;Ant
80;421;383;Ant
81;423;382;Ant
82;425;381;Ant
83;426;380;Ant
84;427;379;Ant
85;427;377;Ant
86;426;375;Ant
87;425;374;Ant
88;424;372;Ant
89;423;371;Ant
90;422;370;Ant
91;421;369;Ant
92;421;368;Ant
93;421;367;Ant
94;421;366;Ant
95;421;365;Ant
96;421;363;Ant
97;421;361;Ant
98;421;358;Ant
99;421;355;Ant
100;421;353;Ant
