frame;x;y;class
218;30;87;
295;30;87;
296;30;87;
297;30;87;
298;30;87;
299;30;87;
300;30;87;
301;31;87;
302;32;87;
303;32;88;
304;32;88;
305;32;88;
306;33;89;
307;33;90;
308;33;91;
309;33;92;
310;34;93;
311;34;93;
312;35;93;
313;35;93;
314;36;93;
315;36;93;
316;36;93;
317;36;93;
318;36;93;
319;36;93;
320;36;93;
321;36;93;
322;36;93;
323;36;93;
324;36;93;
325;36;93;
326;36;93;
327;36;93;
328;36;93;
329;36;93;
330;36;93;
331;36;93;
332;36;93;
333;36;93;
334;36;93;
335;36;93;
336;36;93;
337;36;93;
338;36;93;
339;36;93;
340;37;93;
341;38;92;
342;38;91;
343;39;90;
344;39;89;
345;39;89;
346;39;88;
347;39;86;
348;39;85;
349;39;83;
350;39;81;
351;38;80;
352;37;78;
353;36;77;
354;35;76;
355;34;75;
356;33;73;
357;32;72;
358;31;71;
359;30;71;
360;29;71;
361;28;70;
362;28;69;
363;27;68;
364;26;67;
365;25;66;
366;24;65;
367;23;64;
368;22;63;
369;22;66;
370;22;69;
371;22;71;
372;22;71;
373;22;71;
374;22;71;
375;22;71;
376;22;71;
377;22;71;
378;22;71;
379;22;71;
380;22;71;
381;22;71;
382;22;71;
383;22;71;
384;22;71;
385;22;71;
386;22;71;
387;22;71;
388;22;71;
389;22;71;
390;22;71;
391;22;71;
392;22;71;
393;22;71;
394;22;71;
395;22;71;
396;22;71;
397;22;71;
398;22;71;
399;22;71;
400;22;71;
401;22;71;
402;22;71;
