frame;x;y;class
1;843;344;
2;845;343;Ant
3;847;343;Ant
4;849;342;Ant
5;851;342;Ant
6;852;341;Ant
7;854;340;Ant
8;856;339;Ant
9;858;338;Ant
10;860;337;Ant
11;862;336;Ant
12;864;335;Ant
13;867;334;Ant
14;869;333;Ant
15;871;332;Ant
16;874;331;Ant
17;877;330;Ant
18;880;329;Ant
19;883;328;Ant
20;886;327;Ant
21;888;326;Ant
22;891;325;Ant
23;894;324;Ant
24;897;323;Ant
25;900;322;Ant
26;903;322;Ant
27;906;321;Ant
28;909;321;Ant
29;912;320;Ant
30;915;320;Ant
31;917;320;Ant
32;919;320;Ant
33;920;320;Ant
34;921;321;Ant
35;922;322;Ant
36;922;323;Ant
37;922;324;Ant
38;923;325;Ant
39;923;326;Ant
40;923;327;Ant
41;923;328;Ant
42;924;329;Ant
43;924;329;Ant
44;924;329;Ant
45;924;329;Ant
46;925;329;Ant
47;926;329;Ant
48;927;329;Ant
49;928;329;Ant
50;929;329;Ant
51;930;328;Ant
52;931;328;Ant
53;932;327;Ant
54;933;327;Ant
55;935;327;Ant
56;936;326;Ant
57;938;325;Ant
58;940;324;Ant
59;941;323;Ant
60;942;323;Ant
61;943;323;Ant
62;944;323;Ant
63;944;323;Ant
64;945;323;Ant
65;946;323;Ant
66;947;323;Ant
67;948;323;Ant
68;949;323;Ant
69;949;324;Ant
70;950;325;Ant
71;951;326;Ant
72;952;326;Ant
73;952;326;Ant
74;953;327;Ant
75;954;328;Ant
76;955;328;Ant
77;956;328;Ant
78;957;328;Ant
79;958;328;Ant
80;959;328;Ant
81;960;328;Ant
82;961;328;Ant
83;962;328;Ant
84;962;328;Ant
85;962;328;Ant
86;962;328;Ant
87;961;329;Ant
88;960;330;Ant
89;959;331;Ant
90;958;332;Ant
91;957;333;Ant
92;956;333;Ant
93;955;333;Ant
94;955;333;Ant
95;955;333;Ant
96;955;333;Ant
97;955;333;Ant
98;955;333;Ant
99;955;333;Ant
100;955;333;Ant
