frame;x;y;class
1;514;112;
2;514;113;
3;515;114;
4;516;115;
5;518;116;
6;520;118;
7;522;120;
8;525;121;
9;527;122;
10;529;123;
11;531;125;
12;534;127;
13;537;128;
14;539;129;
15;542;129;
16;546;129;
17;549;129;
18;553;129;
19;557;128;
20;561;127;
21;565;127;
22;569;127;
23;574;126;
24;579;126;
25;583;125;
26;587;124;
27;592;123;
28;596;121;
29;600;119;
30;604;117;
31;608;115;
32;612;113;
33;616;111;
34;620;109;
35;624;107;
36;628;105;
37;632;103;
38;636;101;
39;640;100;
40;644;99;
41;647;99;
42;651;99;
43;654;99;
44;657;99;
45;660;100;
46;664;101;
47;668;102;
48;671;103;
49;674;104;
50;677;106;
51;680;108;
52;683;110;
53;686;112;
54;689;113;
55;692;115;
56;695;117;
57;698;119;
58;701;120;
59;704;122;
60;707;123;
61;711;125;
62;716;127;
63;720;129;
64;724;130;
65;728;131;
66;733;132;
67;738;133;
68;743;133;
69;749;133;
70;754;133;
71;759;133;
72;764;132;
73;769;131;
74;774;129;
75;779;127;
76;784;125;
77;789;123;
78;794;121;
79;799;119;
80;804;117;
81;809;115;
82;814;114;
83;819;114;
84;823;114;
85;827;114;
86;831;114;
87;835;115;
88;838;116;
89;842;118;
90;846;120;
91;850;122;
92;854;124;
93;858;125;
94;862;126;
95;867;127;
96;872;128;
97;877;129;
98;882;129;
99;887;129;
100;892;129;
101;897;129;
102;902;129;
103;907;130;
104;912;131;
105;917;131;
106;923;131;
107;929;131;
108;935;131;
109;941;131;
110;947;131;
111;953;131;
112;958;130;
113;963;129;
114;968;129;
115;974;129;
116;979;130;
117;983;131;
118;987;132;
119;991;133;
120;993;135;
121;995;137;
122;996;139;
123;997;141;
124;997;144;
125;997;147;
126;997;150;
127;996;154;
128;995;158;
129;994;162;
130;993;167;
131;992;172;
132;992;177;
133;992;182;
134;993;187;
135;994;192;
136;995;197;
137;995;202;
138;995;207;
139;996;212;
140;997;216;
141;998;220;
142;999;224;
143;1000;228;
144;1001;231;
145;1003;234;
146;1005;236;
147;1008;238;
148;1011;240;
149;1013;241;
150;1016;242;
151;1020;243;
152;1023;244;
153;1026;245;
154;1030;246;
155;1034;247;
156;1038;249;
157;1041;251;
158;1044;253;
159;1047;255;
160;1050;257;
161;1053;259;
162;1056;261;
163;1059;263;
164;1062;265;
165;1065;267;
166;1068;269;
167;1071;271;
168;1074;273;
169;1077;275;
170;1080;277;
171;1083;279;
172;1086;281;
173;1089;283;
174;1092;285;
175;1095;287;
176;1098;289;
177;1101;291;
178;1104;293;
179;1107;295;
180;1110;297;
181;1113;299;
218;514;111;
219;514;111;
220;514;111;
221;514;111;
222;514;111;
223;514;111;
224;514;111;
225;514;111;
226;514;111;
227;514;111;
228;514;111;
229;514;111;
230;514;111;
231;514;111;
232;514;111;
233;514;111;
234;514;111;
235;514;111;
236;514;111;
237;514;111;
238;514;111;
239;514;111;
240;514;111;
241;514;111;
242;514;111;
