frame;x;y;class
1;159;287;
2;160;285;
3;161;284;
4;162;283;
5;164;282;
6;167;280;
7;170;278;
8;172;277;
9;174;276;
10;177;275;
11;180;274;
12;182;274;
13;183;274;
14;184;275;
15;184;276;
16;184;276;
17;183;277;
18;182;278;
19;182;279;
20;181;280;
21;180;281;
22;179;282;
23;178;283;
24;177;284;
25;176;285;
26;175;286;
27;174;287;
28;172;288;
29;170;289;
30;168;290;
31;166;290;
32;164;290;
33;163;290;
34;162;290;
35;161;289;
36;160;289;
37;159;289;
38;158;288;
39;157;288;
40;155;287;
41;154;286;
42;152;285;
43;150;284;
44;149;283;
45;148;282;
46;147;281;
47;146;280;
48;146;279;
49;145;278;
50;144;277;
51;144;276;
52;143;275;
53;142;274;
54;141;273;
55;140;271;
56;140;270;
57;140;269;
58;139;268;
59;138;267;
60;137;265;
61;137;263;
62;137;262;
63;137;260;
64;137;259;
65;138;258;
66;138;257;
67;139;257;
68;139;257;
69;140;257;
70;141;258;
71;142;260;
72;142;262;
73;142;264;
74;142;266;
75;142;268;
76;142;270;
77;142;272;
78;142;274;
79;142;276;
80;142;279;
81;142;281;
82;142;283;
83;142;285;
84;142;287;
85;142;289;
86;142;291;
87;142;293;
88;142;295;
89;142;296;
90;142;297;
91;142;298;
92;142;299;
93;142;300;
94;142;301;
95;142;303;
96;142;304;
97;142;305;
98;142;306;
99;142;307;
100;142;308;
101;143;309;
102;143;310;
103;143;312;
104;143;314;
105;143;315;
106;143;317;
107;143;318;
108;142;319;
109;142;320;
110;142;321;
111;141;323;
112;141;325;
113;140;327;
114;139;329;
115;138;331;
116;137;333;
117;135;335;
118;133;337;
119;131;339;
120;129;341;
121;127;342;
122;125;344;
123;122;346;
124;119;347;
125;116;348;
126;113;349;
127;110;350;
128;107;350;
129;104;350;
130;102;350;
131;99;351;
132;97;351;
133;94;351;
134;91;351;
135;87;351;
136;84;351;
137;81;352;
138;78;353;
139;75;352;
140;72;351;
141;69;351;
142;66;350;
143;63;349;
144;61;349;
145;59;349;
146;58;350;
147;57;350;
148;56;351;
149;55;352;
150;55;353;
151;55;354;
152;55;355;
153;54;356;
154;54;358;
155;53;360;
156;53;361;
157;53;363;
158;53;365;
159;52;367;
160;51;369;
161;50;372;
162;49;375;
163;49;377;
164;49;379;
165;49;381;
166;49;383;
167;49;385;
168;48;387;
169;47;389;
170;47;391;
171;47;393;
172;47;396;
173;47;398;
174;47;400;
175;47;402;
176;47;404;
177;47;406;
178;47;408;
179;47;410;
180;47;412;
181;47;414;
182;47;416;
183;47;418;
184;47;420;
185;47;422;
186;47;424;
187;47;426;
188;47;428;
189;47;430;
190;47;432;
191;47;434;
192;47;436;
193;47;438;
194;47;440;
195;47;442;
196;47;444;
197;47;446;
198;47;448;
199;47;450;
200;47;452;
218;158;288;
219;158;288;
220;158;288;
221;158;288;
222;158;288;
223;158;288;
224;158;288;
225;158;288;
226;158;288;
227;158;288;
228;158;288;
229;158;288;
230;158;288;
231;158;288;
232;158;288;
233;158;288;
234;158;288;
235;158;288;
236;158;288;
237;158;288;
238;158;288;
239;158;288;
240;158;288;
241;158;288;
242;158;288;
