frame;x;y;class
1;290;100;
2;290;100;
3;290;100;
4;291;100;
5;292;100;
6;293;100;
7;294;100;
8;295;100;
9;296;100;
10;297;100;
11;298;100;
12;298;100;
13;298;100;
14;298;100;
15;298;100;
16;299;99;
17;300;99;
18;301;99;
19;302;98;
20;304;97;
21;305;97;
22;306;97;
23;307;96;
24;309;95;
25;311;95;
26;313;94;
27;314;94;
28;315;94;
29;316;94;
30;317;94;
31;317;94;
32;318;94;
33;319;94;
34;320;94;
35;321;94;
36;322;94;
37;323;94;
38;325;94;
39;327;94;
40;329;94;
41;330;93;
42;332;92;
43;334;92;
44;336;92;
45;338;92;
46;340;93;
47;342;93;
48;344;94;
49;346;95;
50;348;95;
51;350;95;
52;351;95;
53;352;95;
54;353;96;
55;353;96;
56;354;96;
57;355;97;
58;357;97;
59;359;97;
60;360;97;
61;361;97;
62;362;97;
63;363;97;
64;365;97;
65;367;97;
66;370;97;
67;372;96;
68;374;95;
69;376;94;
70;378;93;
71;380;93;
72;382;92;
73;385;91;
74;387;90;
75;390;89;
76;392;88;
77;394;88;
78;395;88;
79;397;88;
80;399;87;
81;400;86;
82;402;85;
83;403;84;
84;404;83;
85;405;82;
86;406;81;
87;407;80;
88;408;79;
89;409;78;
90;410;77;
91;411;76;
92;412;75;
93;412;74;
94;412;74;
95;412;74;
96;412;74;
97;412;74;
98;412;74;
99;411;74;
100;410;74;
101;409;74;
102;408;74;
103;407;74;
104;407;74;
105;406;74;
106;405;75;
107;404;76;
108;403;77;
109;402;77;
110;402;77;
111;402;77;
112;402;77;
113;403;77;
114;404;77;
115;405;77;
116;406;77;
117;407;77;
118;408;77;
119;409;77;
120;410;77;
121;411;77;
122;412;76;
123;413;76;
124;414;76;
125;415;76;
126;416;76;
127;417;75;
128;418;75;
129;418;75;
130;418;75;
131;418;75;
132;418;75;
133;418;75;
134;418;75;
135;418;75;
136;418;75;
137;418;75;
138;418;74;
139;418;74;
140;418;74;
141;418;74;
142;418;74;
143;418;74;
144;418;74;
145;418;74;
146;418;74;
147;418;74;
148;418;74;
149;418;74;
150;418;74;
151;418;74;
152;418;74;
153;418;74;
154;418;74;
155;418;74;
156;418;74;
157;418;74;
158;418;74;
159;418;74;
160;418;74;
161;418;74;
162;418;74;
163;418;74;
164;418;74;
165;418;74;
166;418;74;
167;418;74;
168;418;74;
169;418;74;
170;418;74;
171;418;74;
172;418;74;
173;418;74;
174;418;74;
175;418;74;
176;418;74;
177;418;74;
178;418;74;
179;418;74;
180;418;74;
181;418;74;
182;418;74;
183;418;74;
184;418;74;
185;418;74;
186;418;74;
187;418;74;
188;418;74;
189;418;74;
190;418;74;
191;418;74;
192;418;74;
193;418;74;
194;418;74;
195;418;74;
196;418;74;
197;418;74;
198;418;74;
199;418;74;
200;418;74;
201;418;74;
202;417;74;
203;417;74;
204;417;74;
205;417;74;
206;417;74;
207;417;74;
208;417;74;
209;417;74;
210;417;74;
211;417;74;
212;417;74;
213;417;74;
214;417;74;
215;417;74;
216;417;74;
217;417;74;
218;418;74;
219;418;74;
220;418;74;
221;418;74;
222;418;74;
223;418;74;
224;418;74;
225;418;74;
226;417;74;
227;416;74;
228;416;74;
229;416;74;
230;415;74;
231;414;74;
232;414;74;
233;414;75;
234;413;75;
235;412;75;
236;411;75;
237;410;75;
238;409;75;
239;409;75;
240;409;75;
241;409;75;
242;408;76;
243;407;77;
244;406;77;
245;405;77;
246;404;77;
247;403;78;
248;403;78;
249;402;79;
250;402;80;
251;401;81;
252;401;81;
253;400;81;
254;400;81;
255;400;82;
256;400;82;
257;400;82;
258;400;82;
259;400;82;
260;400;82;
261;400;82;
262;400;82;
263;400;82;
264;400;82;
265;400;82;
266;401;81;
267;401;81;
268;401;81;
269;401;81;
270;401;81;
271;401;81;
272;401;81;
273;401;81;
274;401;81;
275;401;81;
276;401;81;
277;401;81;
278;401;81;
279;401;82;
280;401;82;
281;401;82;
282;401;82;
283;401;82;
284;401;83;
285;401;83;
286;401;83;
287;401;84;
288;401;85;
289;401;86;
290;401;87;
291;401;88;
292;401;89;
293;401;90;
294;401;91;
295;401;91;
296;400;91;
297;399;91;
298;399;91;
299;399;92;
300;398;92;
301;398;92;
302;398;93;
303;398;94;
304;398;95;
305;398;95;
306;398;96;
307;398;97;
308;398;98;
309;398;99;
310;398;100;
311;398;101;
312;398;102;
313;398;103;
314;398;104;
315;398;105;
316;397;106;
317;397;107;
318;396;107;
319;395;107;
320;394;108;
321;393;108;
322;392;109;
323;391;110;
324;390;111;
325;390;112;
326;390;112;
327;390;112;
328;390;112;
329;390;113;
330;390;114;
331;390;115;
332;390;116;
