frame;x;y;class
218;63;519;
810;63;519;
811;62;519;
812;63;518;
813;64;517;
814;65;516;
815;65;516;
816;65;515;
817;65;515;
818;66;514;
819;66;513;
820;67;513;
821;68;513;
822;70;512;
823;72;511;
824;74;509;
825;76;507;
826;78;505;
827;80;503;
828;82;501;
829;84;499;
830;86;497;
831;87;495;
832;88;493;
833;89;491;
834;90;489;
835;91;487;
836;91;485;
837;91;484;
838;91;483;
839;91;482;
840;91;482;
841;91;482;
842;91;482;
843;91;483;
844;91;484;
845;91;485;
846;90;486;
847;89;488;
848;88;490;
849;86;492;
850;85;494;
851;83;496;
852;82;498;
853;80;500;
854;78;502;
855;76;504;
856;74;505;
857;72;506;
858;70;507;
859;68;508;
860;66;509;
861;63;510;
862;60;511;
863;58;512;
864;55;513;
865;53;514;
866;51;515;
867;49;516;
868;48;517;
869;47;517;
870;46;517;
871;45;517;
872;43;518;
873;41;519;
874;39;520;
875;37;521;
876;35;522;
877;33;523;
878;31;524;
879;29;525;
880;27;526;
881;25;527;
882;23;528;
883;21;529;
884;19;530;
885;17;531;
886;15;532;
887;13;533;
888;11;534;
889;9;535;
890;7;536;
891;5;537;
892;3;538;
893;1;539;
894;-1;540;
895;-3;541;
896;-5;542;
897;-5;542;
898;-5;542;
899;-5;542;
900;-5;542;
901;-5;542;
902;-5;542;
903;-5;542;
904;-5;542;
905;-5;542;
906;-5;542;
907;10;550;
908;21;557;
909;24;559;Ant
910;27;561;Ant
911;30;563;
912;33;565;
913;36;567;
914;39;569;
915;44;571;
916;48;571;
917;51;573;Ant
918;54;575;Ant
919;57;577;
920;60;579;
921;63;581;
922;66;583;
923;69;585;
924;72;587;
925;75;589;
926;78;591;
927;81;593;
928;84;595;
929;87;597;
930;90;599;
931;93;601;
932;96;603;
933;99;605;
934;102;607;
935;105;609;
936;108;611;
937;111;613;
938;114;615;
939;117;617;
940;120;619;
941;123;621;
