frame;x;y;class
145;57;471;
146;57;470;
147;57;469;
148;57;468;
149;58;466;
150;60;464;
151;62;462;
152;65;461;
153;68;460;
154;71;459;
155;74;457;
156;77;456;
157;80;455;
158;80;455;
159;83;454;
160;85;453;
161;87;452;
162;88;451;
163;89;450;
164;90;449;
165;91;448;
166;92;446;
167;92;445;
168;92;444;
169;92;442;
170;92;440;
171;92;438;
172;92;436;
173;92;434;
174;93;432;
175;94;430;
176;95;428;
177;96;427;
178;98;426;
179;99;425;
180;100;425;
181;101;425;
182;102;425;
183;104;425;
184;105;425;
185;105;426;
186;106;427;
187;106;429;
188;106;431;
189;105;434;
190;102;437;
191;100;440;
192;98;444;
193;96;448;
194;94;453;
195;93;457;
196;91;462;
197;89;467;
198;86;472;
199;84;476;
200;82;480;
201;78;483;
202;74;486;
203;72;489;
204;70;492;
205;68;495;
206;63;497;
207;61;500;
208;59;503;
209;56;504;
210;52;489;
211;49;475;
212;47;479;
213;44;479;
214;42;479;
215;40;479;
216;38;479;
217;36;479;
218;34;479;
219;32;479;
220;30;479;
221;28;479;
222;26;479;
223;24;479;
224;22;479;
225;20;479;
226;18;479;
227;16;479;
228;14;479;
229;12;479;
230;10;479;
231;8;479;
232;6;479;
233;4;479;
234;2;479;
236;-2;479;
237;-4;479;
238;-4;479;
239;-4;479;
240;-4;479;
241;-4;479;
242;-4;479;
243;-4;479;
244;-4;479;
